DIST_CODE,DIST_NAME,RETAILER,LAPU_SIM,ADDRESS,LATITUDE,LONGITUDE,LANDMARK,Country,State,DISTRICT,VILLAGE,TEHSIL,PINCODE,CONTACT_NUM,CONTACT,CONTACT_EMAIL,EVD_FLAG,ACT_RECHARGE,GCMO,PRODUCT_TYPE,RETAILER_CATEGORY,RETAILER_BUS,SIGNAGE_TYPE,RETAILER_TYPE,SALES
1056801,Distributor of Andhra Pradesh,Andhra Pradesh Retailer 157995,7770900153,Plot No 157995 Andhra Pradesh,15.9129,79.740015,Center of Andhra Pradesh,India,Andhra Pradesh,,,,157995,91579126673,MANBAR DENI,,YES,RECHARGE,GCMO,RECHARGE COUPON,E,GENERAL STORE,NA,MULTI BRANDED,10
1056801,Distributor of Andhra Pradesh,Andhra Pradesh Retailer 157954,7770900154,Plot No 157954 Andhra Pradesh,15.912885,79.74,Center of Andhra Pradesh,India,Andhra Pradesh,,,,157954,9157982718,HEMRAJ SAHOO,,YES,RECHARGE,GCMO,RECHARGE COUPON,E,TELECOM,NONLIT,MULTI BRANDED,94
1056801,Distributor of Andhra Pradesh,Andhra Pradesh Retailer 157994,7770900154,Plot No 157994 Andhra Pradesh,15.91289,79.74,Center of Andhra Pradesh,India,Andhra Pradesh,,,,157994,9157973622,GHANSHYAM SHARMA,,YES,RECHARGE & ACTIVATION,GCMO,STARTER PACK AND RECHARGE,B,TELECOM,NA,MULTI BRANDED,80
1056801,Distributor of Andhra Pradesh,Andhra Pradesh Retailer 157954,7770900155,Plot No 157954 Andhra Pradesh,15.912895,79.74,Center of Andhra Pradesh,India,Andhra Pradesh,,,,157954,9157910929,MAHESH SUWALKI,,YES,RECHARGE & ACTIVATION,GCMO,STARTER PACK AND RECHARGE,C,TELECOM,NONLIT,MULTI BRANDED,15
1056801,Distributor of Andhra Pradesh,Andhra Pradesh Retailer 157994,7770900155,Plot No 157994 Andhra Pradesh,15.9129,79.74,Center of Andhra Pradesh,India,Andhra Pradesh,,,,157994,9157989633,VINOD KUMAR JAIN,,YES,RECHARGE & ACTIVATION,GCMO,STARTER PACK AND RECHARGE,D,GENERAL STORE,NA,MULTI BRANDED,194
1056801,Distributor of Andhra Pradesh,Andhra Pradesh Retailer 157954,7770900156,Plot No 157954 Andhra Pradesh,15.912905,79.74,Center of Andhra Pradesh,India,Andhra Pradesh,,,,157954,9157939779,SIRAJ MOHAMMAD,,YES,RECHARGE & ACTIVATION,GCMO,STARTER PACK AND RECHARGE,C,OTHER,NA,MULTI BRANDED,154
1056801,Distributor of Andhra Pradesh,Andhra Pradesh Retailer 157914,7770900156,Plot No 157914 Andhra Pradesh,15.91291,79.74,Center of Andhra Pradesh,India,Andhra Pradesh,,,,157914,91579134355,OM PRAKASH SAINI,,YES,RECHARGE & ACTIVATION,GCMO,STARTER PACK AND RECHARGE,A+,TELECOM,NA,MULTI BRANDED,18
1056801,Distributor of Andhra Pradesh,Andhra Pradesh Retailer 157954,7770900157,Plot No 157954 Andhra Pradesh,15.912915,79.74,Center of Andhra Pradesh,India,Andhra Pradesh,,,,157954,91579131100,RAM RATAN CHOUDHARY,,YES,RECHARGE & ACTIVATION,GCMO,STARTER PACK AND RECHARGE,B,TELECOM,LIT,MULTI BRANDED,124
1056801,Distributor of Andhra Pradesh,Andhra Pradesh Retailer 157954,7770900157,Plot No 157954 Andhra Pradesh,15.912885,79.74,Center of Andhra Pradesh,India,Andhra Pradesh,,,,157954,9157924342,RADHA MOHAN SAINI,,YES,RECHARGE & ACTIVATION,GCMO,STARTER PACK AND RECHARGE,A+,TELECOM,NA,MULTI BRANDED,25
1056801,Distributor of Andhra Pradesh,Andhra Pradesh Retailer 157994,7770900158,Plot No 157994 Andhra Pradesh,15.91289,79.74,Center of Andhra Pradesh,India,Andhra Pradesh,,,,157994,91579114368,MAHADEV CHOUDHARY,,YES,RECHARGE & ACTIVATION,GCMO,STARTER PACK AND RECHARGE,A+,TELECOM,LIT,MULTI BRANDED,190
1056801,Distributor of Andhra Pradesh,Andhra Pradesh Retailer 157954,7770900158,Plot No 157954 Andhra Pradesh,15.912895,79.74,Center of Andhra Pradesh,India,Andhra Pradesh,,,,157954,9157934093,MURLI MANOHAR SHARMA,,YES,RECHARGE & ACTIVATION,GCMO,STARTER PACK AND RECHARGE,B,TELECOM,NA,MULTI BRANDED,140
1056801,Distributor of Andhra Pradesh,Andhra Pradesh Retailer 157994,7770900159,Plot No 157994 Andhra Pradesh,15.9129,79.74,Center of Andhra Pradesh,India,Andhra Pradesh,,,,157994,9157931540,VIJAY KUMAR SINGH,,YES,RECHARGE & ACTIVATION,GCMO,STARTER PACK AND RECHARGE,B,TELECOM,LIT,MULTI BRANDED,137
1056801,Distributor of Andhra Pradesh,Andhra Pradesh Retailer 157955,7770900159,Plot No 157955 Andhra Pradesh,15.912905,79.740005,Center of Andhra Pradesh,India,Andhra Pradesh,,,,157955,9157997403,AVINASH KHANDELWAL,,YES,RECHARGE,GCMO,RECHARGE COUPON,E,GENERAL STORE,NONLIT,MULTI BRANDED,117
1056801,Distributor of Andhra Pradesh,Andhra Pradesh Retailer 157911,7770900160,Plot No 157911 Andhra Pradesh,15.91291,79.74001,Center of Andhra Pradesh,India,Andhra Pradesh,,,,157911,9157945415,HEMRAJ,,YES,RECHARGE & ACTIVATION,GCMO,STARTER PACK AND RECHARGE,C,TELECOM,NONLIT,MULTI BRANDED,139
1056801,Distributor of Andhra Pradesh,Andhra Pradesh Retailer 157955,7770900160,Plot No 157955 Andhra Pradesh,15.912915,79.740015,Center of Andhra Pradesh,India,Andhra Pradesh,,,,157955,9157940637,GOPAL CHOUDHARY,,YES,RECHARGE & ACTIVATION,GCMO,STARTER PACK AND RECHARGE,B,TELECOM,LIT,MULTI BRANDED,12
1056801,Distributor of Andhra Pradesh,Andhra Pradesh Retailer 157955,7770900161,Plot No 157955 Andhra Pradesh,15.912915,79.740015,Center of Andhra Pradesh,India,Andhra Pradesh,,,,157955,9157931505,AJIT SINGH RATHORE,,YES,RECHARGE & ACTIVATION,GCMO,STARTER PACK AND RECHARGE,A+,TELECOM,LIT,MULTI BRANDED,89
1056801,Distributor of Andhra Pradesh,Andhra Pradesh Retailer 157911,7770900161,Plot No 157911 Andhra Pradesh,15.91291,79.74001,Center of Andhra Pradesh,India,Andhra Pradesh,,,,157911,9157918106,AMIT PAREEK,,YES,RECHARGE & ACTIVATION,GCMO,STARTER PACK AND RECHARGE,A+,TELECOM,NA,MULTI BRANDED,128
1056801,Distributor of Andhra Pradesh,Andhra Pradesh Retailer 157955,7770900162,Plot No 157955 Andhra Pradesh,15.912905,79.740005,Center of Andhra Pradesh,India,Andhra Pradesh,,,,157955,9157981801,BHANWAR,,YES,RECHARGE & ACTIVATION,GCMO,STARTER PACK AND RECHARGE,A+,TELECOM,NONLIT,MULTI BRANDED,87
1056801,Distributor of Andhra Pradesh,Andhra Pradesh Retailer 157994,7770900162,Plot No 157994 Andhra Pradesh,15.9129,79.74,Center of Andhra Pradesh,India,Andhra Pradesh,,,,157994,91579100956,RAJESH KHANDELWAL,,YES,RECHARGE,GCMO,RECHARGE COUPON,E,GENERAL STORE,NONLIT,MULTI BRANDED,176
1056801,Distributor of Andhra Pradesh,Andhra Pradesh Retailer 157955,7770900163,Plot No 157955 Andhra Pradesh,15.912895,79.739995,Center of Andhra Pradesh,India,Andhra Pradesh,,,,157955,9157971892,AMIT PAREEK,,YES,RECHARGE,GCMO,RECHARGE COUPON,E,TELECOM,NONLIT,MULTI BRANDED,91
1056801,Distributor of Andhra Pradesh,Andhra Pradesh Retailer 157999,7770900163,Plot No 157999 Andhra Pradesh,15.91289,79.73999,Center of Andhra Pradesh,India,Andhra Pradesh,,,,157999,91579116731,SUNIL AGARWAL,,YES,RECHARGE & ACTIVATION,GCMO,STARTER PACK AND RECHARGE,B,GENERAL STORE,GS & NONLIT,MULTI BRANDED,176
1056801,Distributor of Andhra Pradesh,Andhra Pradesh Retailer 157955,7770900164,Plot No 157955 Andhra Pradesh,15.912885,79.739985,Center of Andhra Pradesh,India,Andhra Pradesh,,,,157955,915799367,MUKESH KUMAR CHOUDHARY,,YES,RECHARGE,GCMO,RECHARGE COUPON,E,GENERAL STORE,NONLIT,MULTI BRANDED,159
1056802,Distributor of Andhra Pradesh,Andhra Pradesh Retailer 187945,7770900164,Plot No 187945 Andhra Pradesh,18.1124,79.019285,Center of Andhra Pradesh,India,Andhra Pradesh,,,,187945,9187942969,AJAY KHANDELWAL,,YES,RECHARGE & ACTIVATION,GCMO,STARTER PACK AND RECHARGE,B,GENERAL STORE,NONLIT,MULTI BRANDED,128
1056802,Distributor of Andhra Pradesh,Andhra Pradesh Retailer 187949,7770900165,Plot No 187949 Andhra Pradesh,18.1124,79.01929,Center of Andhra Pradesh,India,Andhra Pradesh,,,,187949,9187991177,ABHISHEK SOLANKI,,YES,RECHARGE & ACTIVATION,GCMO,STARTER PACK AND RECHARGE,A+,TELECOM,NONLIT,MULTI BRANDED,185
1056802,Distributor of Andhra Pradesh,Andhra Pradesh Retailer 187945,7770900165,Plot No 187945 Andhra Pradesh,18.1124,79.019295,Center of Andhra Pradesh,India,Andhra Pradesh,,,,187945,9187915716,JITENDRA KUMAR,,YES,RECHARGE,GCMO,RECHARGE COUPON,E,GENERAL STORE,NONLIT,MULTI BRANDED,142
1056802,Distributor of Andhra Pradesh,Andhra Pradesh Retailer 187943,7770900166,Plot No 187943 Andhra Pradesh,18.1124,79.0193,Center of Andhra Pradesh,India,Andhra Pradesh,,,,187943,9187970785,DEVENDRA GUPTA,,YES,RECHARGE & ACTIVATION,GCMO,STARTER PACK AND RECHARGE,A+,TELECOM,GS   ,MULTI BRANDED,25
1056802,Distributor of Andhra Pradesh,Andhra Pradesh Retailer 187945,7770900166,Plot No 187945 Andhra Pradesh,18.1124,79.019305,Center of Andhra Pradesh,India,Andhra Pradesh,,,,187945,91879125715,YOGESH GARG,,YES,RECHARGE & ACTIVATION,GCMO,STARTER PACK AND RECHARGE,A+,TELECOM,GS,MULTI BRANDED,21
1056802,Distributor of Andhra Pradesh,Andhra Pradesh Retailer 187941,7770900167,Plot No 187941 Andhra Pradesh,18.1124,79.01931,Center of Andhra Pradesh,India,Andhra Pradesh,,,,187941,91879174770,SHYAM SUNDAR GOYAL,,YES,RECHARGE & ACTIVATION,GCMO,STARTER PACK AND RECHARGE,A+,OTHERS,GS,MULTI BRANDED,118
1056802,Distributor of Andhra Pradesh,Andhra Pradesh Retailer 187945,7770900167,Plot No 187945 Andhra Pradesh,18.1124,79.019315,Center of Andhra Pradesh,India,Andhra Pradesh,,,,187945,91879100108,MAHAVIR SWAMI,,YES,RECHARGE,GCMO,RECHARGE COUPON,E,OTHERS,NA,MULTI BRANDED,27
1056802,Distributor of Andhra Pradesh,Andhra Pradesh Retailer 187953,7770900168,Plot No 187953 Andhra Pradesh,18.112385,79.0193,Center of Andhra Pradesh,India,Andhra Pradesh,,,,187953,91879106507,MANNA RAM,,YES,RECHARGE & ACTIVATION,GCMO,STARTER PACK AND RECHARGE,A,OTHERS,GS,MULTI BRANDED,182
1056802,Distributor of Andhra Pradesh,Andhra Pradesh Retailer 187993,7770900168,Plot No 187993 Andhra Pradesh,18.11239,79.0193,Center of Andhra Pradesh,India,Andhra Pradesh,,,,187993,9187930199,MONESH KISHORE SAINI,,YES,RECHARGE & ACTIVATION,GCMO,STARTER PACK AND RECHARGE,C,OTHERS,GS,MULTI BRANDED,29
1056802,Distributor of Andhra Pradesh,Andhra Pradesh Retailer 187953,7770900169,Plot No 187953 Andhra Pradesh,18.112395,79.0193,Center of Andhra Pradesh,India,Andhra Pradesh,,,,187953,91879154946,DHEERAJ TURPANI,,YES,RECHARGE & ACTIVATION,GCMO,STARTER PACK AND RECHARGE,A,OTHERS,NA,MULTI BRANDED,157
1056802,Distributor of Andhra Pradesh,Andhra Pradesh Retailer 187943,7770900169,Plot No 187943 Andhra Pradesh,18.1124,79.0193,Center of Andhra Pradesh,India,Andhra Pradesh,,,,187943,918796010,KISHORE PARWANI,,YES,RECHARGE & ACTIVATION,GCMO,STARTER PACK AND RECHARGE,A+,TELECOM,NONLIT,MULTI BRANDED,144
1056802,Distributor of Andhra Pradesh,Andhra Pradesh Retailer 187953,7770900170,Plot No 187953 Andhra Pradesh,18.112405,79.0193,Center of Andhra Pradesh,India,Andhra Pradesh,,,,187953,9187940650,MANISH GUPTA,,YES,RECHARGE & ACTIVATION,GCMO,STARTER PACK AND RECHARGE,A,OTHERS,NA,MULTI BRANDED,83
1056802,Distributor of Andhra Pradesh,Andhra Pradesh Retailer 187913,7770900170,Plot No 187913 Andhra Pradesh,18.11241,79.0193,Center of Andhra Pradesh,India,Andhra Pradesh,,,,187913,9187990530,MAHENDRA KUMAR MAHESHCHANDANI,,YES,RECHARGE,GCMO,RECHARGE COUPON,E,OTHERS,NA,MULTI BRANDED,20
1056802,Distributor of Andhra Pradesh,Andhra Pradesh Retailer 187953,7770900171,Plot No 187953 Andhra Pradesh,18.112415,79.0193,Center of Andhra Pradesh,India,Andhra Pradesh,,,,187953,91879129144,KANHAIYA LAL SHARMA,,YES,RECHARGE,GCMO,RECHARGE COUPON,E,GENERAL STORE,NA,MULTI BRANDED,30
1056802,Distributor of Andhra Pradesh,Andhra Pradesh Retailer 187953,7770900171,Plot No 187953 Andhra Pradesh,18.112385,79.0193,Center of Andhra Pradesh,India,Andhra Pradesh,,,,187953,9187966761,SUNNY JINDAL,,YES,RECHARGE,GCMO,RECHARGE COUPON,E,TELECOM,NA,MULTI BRANDED,100
1056802,Distributor of Andhra Pradesh,Andhra Pradesh Retailer 187993,7770900172,Plot No 187993 Andhra Pradesh,18.11239,79.0193,Center of Andhra Pradesh,India,Andhra Pradesh,,,,187993,91879106084,DEEPAK KHANDELWAL,,YES,RECHARGE & ACTIVATION,GCMO,STARTER PACK AND RECHARGE,B,OTHERS,NA,MULTI BRANDED,193
1056802,Distributor of Andhra Pradesh,Andhra Pradesh Retailer 187953,7770900172,Plot No 187953 Andhra Pradesh,18.112395,79.0193,Center of Andhra Pradesh,India,Andhra Pradesh,,,,187953,918791265,SUDEEP JAMINI,,YES,RECHARGE & ACTIVATION,GCMO,STARTER PACK AND RECHARGE,A+,TELECOM,GS,MULTI BRANDED,191
1056802,Distributor of Andhra Pradesh,Andhra Pradesh Retailer 187943,7770900173,Plot No 187943 Andhra Pradesh,18.1124,79.0193,Center of Andhra Pradesh,India,Andhra Pradesh,,,,187943,9187939887,VISHWANATH VIJAY,,YES,RECHARGE,GCMO,RECHARGE COUPON,E,CHEMIST,GS,MULTI BRANDED,80
1056802,Distributor of Andhra Pradesh,Andhra Pradesh Retailer 187955,7770900173,Plot No 187955 Andhra Pradesh,18.112405,79.019305,Center of Andhra Pradesh,India,Andhra Pradesh,,,,187955,9187996351,BHAGWAN DAS,,YES,RECHARGE & ACTIVATION,GCMO,STARTER PACK AND RECHARGE,D,OTHERS,GS,MULTI BRANDED,122
1056802,Distributor of Andhra Pradesh,Andhra Pradesh Retailer 187911,7770900174,Plot No 187911 Andhra Pradesh,18.11241,79.01931,Center of Andhra Pradesh,India,Andhra Pradesh,,,,187911,9187929796,RAVI AGRAWAL,,YES,RECHARGE & ACTIVATION,GCMO,STARTER PACK AND RECHARGE,B,OTHERS,GS,MULTI BRANDED,135
1056802,Distributor of Andhra Pradesh,Andhra Pradesh Retailer 187955,7770900174,Plot No 187955 Andhra Pradesh,18.112415,79.019315,Center of Andhra Pradesh,India,Andhra Pradesh,,,,187955,91879151000,ASHOK MAHESHWARI,,YES,RECHARGE,GCMO,RECHARGE COUPON,E,TELECOM,NA,MULTI BRANDED,177
1056802,Distributor of Andhra Pradesh,Andhra Pradesh Retailer 187955,7770900175,Plot No 187955 Andhra Pradesh,18.112415,79.019315,Center of Andhra Pradesh,India,Andhra Pradesh,,,,187955,9187934033,SUNIL KUMAR SHARMA,,YES,RECHARGE & ACTIVATION,GCMO,STARTER PACK AND RECHARGE,A+,TELECOM,NA,MULTI BRANDED,144
1056802,Distributor of Andhra Pradesh,Andhra Pradesh Retailer 187911,7770900175,Plot No 187911 Andhra Pradesh,18.11241,79.01931,Center of Andhra Pradesh,India,Andhra Pradesh,,,,187911,91879170609,MANTHAN KHATRI,,YES,RECHARGE,GCMO,RECHARGE COUPON,E,OTHERS,NA,MULTI BRANDED,106
1056802,Distributor of Andhra Pradesh,Andhra Pradesh Retailer 187955,7770900176,Plot No 187955 Andhra Pradesh,18.112405,79.019305,Center of Andhra Pradesh,India,Andhra Pradesh,,,,187955,9187996686,RAJEEV SHARMA,,YES,RECHARGE,GCMO,RECHARGE COUPON,E,GENERAL STORE,NA,MULTI BRANDED,200
1056802,Distributor of Andhra Pradesh,Andhra Pradesh Retailer 187943,7770900176,Plot No 187943 Andhra Pradesh,18.1124,79.0193,Center of Andhra Pradesh,India,Andhra Pradesh,,,,187943,9187915593,SUNIL JAIN,,YES,RECHARGE & ACTIVATION,GCMO,STARTER PACK AND RECHARGE,C,GENERAL STORE,NA,MULTI BRANDED,65
1056802,Distributor of Andhra Pradesh,Andhra Pradesh Retailer 187955,7770900177,Plot No 187955 Andhra Pradesh,18.112395,79.019295,Center of Andhra Pradesh,India,Andhra Pradesh,,,,187955,91879138596,MUKESH KANEWAL,,YES,RECHARGE & ACTIVATION,GCMO,STARTER PACK AND RECHARGE,A+,TELECOM,GS,MULTI BRANDED,101
1056802,Distributor of Andhra Pradesh,Andhra Pradesh Retailer 187999,7770900177,Plot No 187999 Andhra Pradesh,18.11239,79.01929,Center of Andhra Pradesh,India,Andhra Pradesh,,,,187999,91879186785,ASHISH PAREEK,,YES,RECHARGE & ACTIVATION,GCMO,STARTER PACK AND RECHARGE,B,TELECOM,NONLIT,MULTI BRANDED,190
1056802,Distributor of Andhra Pradesh,Andhra Pradesh Retailer 187955,7770900178,Plot No 187955 Andhra Pradesh,18.112385,79.019285,Center of Andhra Pradesh,India,Andhra Pradesh,,,,187955,9187978209,RAMAN M.M.,,YES,RECHARGE,GCMO,RECHARGE COUPON,E,OTHERS,NA,MULTI BRANDED,16
1056803,Distributor of Maharashtra,Maharashtra Retailer 197555,7770900178,Plot No 197555 Maharashtra,19.7515,75.713885,Center of Maharashtra,India,Maharashtra,,,,197555,9197542936,ASHISH VERMA,,YES,RECHARGE & ACTIVATION,GCMO,STARTER PACK AND RECHARGE,A+,TELECOM,NA,MULTI BRANDED,169
1056803,Distributor of Maharashtra,Maharashtra Retailer 197559,7770900179,Plot No 197559 Maharashtra,19.7515,75.71389,Center of Maharashtra,India,Maharashtra,,,,197559,91975171590,N.L. JONWAL,,YES,RECHARGE,GCMO,RECHARGE COUPON,E,GENERAL STORE,NA,MULTI BRANDED,27
1056803,Distributor of Maharashtra,Maharashtra Retailer 197555,7770900179,Plot No 197555 Maharashtra,19.7515,75.713895,Center of Maharashtra,India,Maharashtra,,,,197555,9197543091,LOKESH AKHODIA,,YES,RECHARGE,GCMO,RECHARGE COUPON,E,GENERAL STORE,NONLIT,MULTI BRANDED,120
1056803,Distributor of Maharashtra,Maharashtra Retailer 197559,7770900180,Plot No 197559 Maharashtra,19.7515,75.7139,Center of Maharashtra,India,Maharashtra,,,,197559,91975165774,BHANU DHAKAD,,YES,RECHARGE & ACTIVATION,GCMO,STARTER PACK AND RECHARGE,B,OTHERS,NA,MULTI BRANDED,81
1056803,Distributor of Maharashtra,Maharashtra Retailer 197555,7770900180,Plot No 197555 Maharashtra,19.7515,75.713905,Center of Maharashtra,India,Maharashtra,,,,197555,9197546151,RAMDAYAL CHOUDHARY,,YES,RECHARGE & ACTIVATION,GCMO,STARTER PACK AND RECHARGE,A+,TELECOM,NONLIT,MULTI BRANDED,75
1056803,Distributor of Maharashtra,Maharashtra Retailer 197551,7770900181,Plot No 197551 Maharashtra,19.7515,75.71391,Center of Maharashtra,India,Maharashtra,,,,197551,91975186328,RAKESH KUMAWAT,,YES,RECHARGE & ACTIVATION,GCMO,STARTER PACK AND RECHARGE,C,TELECOM,NA,MULTI BRANDED,191
1056803,Distributor of Maharashtra,Maharashtra Retailer 197555,7770900181,Plot No 197555 Maharashtra,19.7515,75.713915,Center of Maharashtra,India,Maharashtra,,,,197555,9197566612,RAJENDRA PRASAD YOGI,,YES,RECHARGE & ACTIVATION,GCMO,STARTER PACK AND RECHARGE,B,TELECOM,NA,MULTI BRANDED,140
1056803,Distributor of Maharashtra,Maharashtra Retailer 197559,7770900182,Plot No 197559 Maharashtra,19.751485,75.7139,Center of Maharashtra,India,Maharashtra,,,,197559,9197555092,MAHAVEER PRASAD JAIN,,YES,RECHARGE & ACTIVATION,GCMO,STARTER PACK AND RECHARGE,D,GENERAL STORE,NA,MULTI BRANDED,114
1056803,Distributor of Maharashtra,Maharashtra Retailer 197599,7770900182,Plot No 197599 Maharashtra,19.75149,75.7139,Center of Maharashtra,India,Maharashtra,,,,197599,9197541126,MANJU JAIN,,YES,RECHARGE & ACTIVATION,GCMO,STARTER PACK AND RECHARGE,C,TELECOM,GS,MULTI BRANDED,101
1056803,Distributor of Maharashtra,Maharashtra Retailer 197559,7770900183,Plot No 197559 Maharashtra,19.751495,75.7139,Center of Maharashtra,India,Maharashtra,,,,197559,9197511420,RAKESH SHARMA,,YES,RECHARGE & ACTIVATION,GCMO,STARTER PACK AND RECHARGE,C,TELECOM,GS,MULTI BRANDED,34
1056803,Distributor of Maharashtra,Maharashtra Retailer 197559,7770900183,Plot No 197559 Maharashtra,19.7515,75.7139,Center of Maharashtra,India,Maharashtra,,,,197559,91975109960,RAMVEER SINGH,,YES,RECHARGE,GCMO,RECHARGE COUPON,E,GENERAL STORE,NA,MULTI BRANDED,61
1056803,Distributor of Maharashtra,Maharashtra Retailer 197559,7770900184,Plot No 197559 Maharashtra,19.751505,75.7139,Center of Maharashtra,India,Maharashtra,,,,197559,91975178375,CHUTTAN LAL JI,,YES,RECHARGE & ACTIVATION,GCMO,STARTER PACK AND RECHARGE,C,OTHERS,NA,MULTI BRANDED,119
1056803,Distributor of Maharashtra,Maharashtra Retailer 197519,7770900184,Plot No 197519 Maharashtra,19.75151,75.7139,Center of Maharashtra,India,Maharashtra,,,,197519,91975125720,RADHEY SHYAM,,YES,RECHARGE & ACTIVATION,GCMO,STARTER PACK AND RECHARGE,A+,TELECOM,NONLIT,MULTI BRANDED,64
1056803,Distributor of Maharashtra,Maharashtra Retailer 197559,7770900185,Plot No 197559 Maharashtra,19.751515,75.7139,Center of Maharashtra,India,Maharashtra,,,,197559,9197572660,NEERAJ ARYA,,YES,RECHARGE & ACTIVATION,GCMO,STARTER PACK AND RECHARGE,D,TELECOM,NA,MULTI BRANDED,191
1056803,Distributor of Maharashtra,Maharashtra Retailer 197559,7770900185,Plot No 197559 Maharashtra,19.751485,75.7139,Center of Maharashtra,India,Maharashtra,,,,197559,9197553769,LALARAM SHARMA,,YES,RECHARGE & ACTIVATION,GCMO,STARTER PACK AND RECHARGE,A+,TELECOM,NONLIT,MULTI BRANDED,39
1056803,Distributor of Maharashtra,Maharashtra Retailer 197599,7770900186,Plot No 197599 Maharashtra,19.75149,75.7139,Center of Maharashtra,India,Maharashtra,,,,197599,91975138661,MAHENDRA KUMAR JAIN,,YES,RECHARGE & ACTIVATION,GCMO,STARTER PACK AND RECHARGE,B,OTHERS,NA,MULTI BRANDED,145
1056803,Distributor of Maharashtra,Maharashtra Retailer 197559,7770900186,Plot No 197559 Maharashtra,19.751495,75.7139,Center of Maharashtra,India,Maharashtra,,,,197559,91975153668,SUMER SINGH,,YES,RECHARGE & ACTIVATION,GCMO,STARTER PACK AND RECHARGE,D,TELECOM,NA,MULTI BRANDED,90
1056803,Distributor of Maharashtra,Maharashtra Retailer 197559,7770900187,Plot No 197559 Maharashtra,19.7515,75.7139,Center of Maharashtra,India,Maharashtra,,,,197559,9197552986,MAHESH KUMAR JANGID,,YES,RECHARGE & ACTIVATION,GCMO,STARTER PACK AND RECHARGE,B,TELECOM,GS,MULTI BRANDED,143
1056803,Distributor of Maharashtra,Maharashtra Retailer 197555,7770900187,Plot No 197555 Maharashtra,19.751505,75.713905,Center of Maharashtra,India,Maharashtra,,,,197555,9197523541,KAILASH SAINI,,YES,RECHARGE & ACTIVATION,GCMO,STARTER PACK AND RECHARGE,C,TELECOM,NA,MULTI BRANDED,109
1056803,Distributor of Maharashtra,Maharashtra Retailer 197511,7770900188,Plot No 197511 Maharashtra,19.75151,75.71391,Center of Maharashtra,India,Maharashtra,,,,197511,9197571153,RAJENDRA   ,,YES,RECHARGE,GCMO,RECHARGE COUPON,E,GENERAL STORE,NA,MULTI BRANDED,61
1056803,Distributor of Maharashtra,Maharashtra Retailer 197555,7770900188,Plot No 197555 Maharashtra,19.751515,75.713915,Center of Maharashtra,India,Maharashtra,,,,197555,919756217,RAJESH KUMAR SHARMA,,YES,RECHARGE & ACTIVATION,GCMO,STARTER PACK AND RECHARGE,B,TELECOM,GS,MULTI BRANDED,187
1056803,Distributor of Maharashtra,Maharashtra Retailer 197555,7770900189,Plot No 197555 Maharashtra,19.751515,75.713915,Center of Maharashtra,India,Maharashtra,,,,197555,9197573740,ASHOK GUPTA,,YES,RECHARGE,GCMO,RECHARGE COUPON,E,GENERAL STORE,NA,MULTI BRANDED,93
1056803,Distributor of Maharashtra,Maharashtra Retailer 197511,7770900189,Plot No 197511 Maharashtra,19.75151,75.71391,Center of Maharashtra,India,Maharashtra,,,,197511,91975608,GIRIRAJ PRADHAN,,YES,RECHARGE & ACTIVATION,GCMO,STARTER PACK AND RECHARGE,A,OTHERS,LIT,MULTI BRANDED,95
1056803,Distributor of Maharashtra,Maharashtra Retailer 197555,7770900190,Plot No 197555 Maharashtra,19.751505,75.713905,Center of Maharashtra,India,Maharashtra,,,,197555,9197539769,RAJESH GUPTA,,YES,RECHARGE & ACTIVATION,GCMO,STARTER PACK AND RECHARGE,C,GENERAL STORE,NONLIT,MULTI BRANDED,143
1056803,Distributor of Maharashtra,Maharashtra Retailer 197559,7770900190,Plot No 197559 Maharashtra,19.7515,75.7139,Center of Maharashtra,India,Maharashtra,,,,197559,9197528339,MOHD. SHAKIR,,YES,RECHARGE,GCMO,RECHARGE COUPON,E,OTHERS,NA,MULTI BRANDED,138
1056803,Distributor of Maharashtra,Maharashtra Retailer 197555,7770900191,Plot No 197555 Maharashtra,19.751495,75.713895,Center of Maharashtra,India,Maharashtra,,,,197555,9197510319,,,YES,RECHARGE,GCMO,RECHARGE COUPON,E,GENERAL STORE,NA,MULTI BRANDED,157
1056803,Distributor of Maharashtra,Maharashtra Retailer 197599,7770900191,Plot No 197599 Maharashtra,19.75149,75.71389,Center of Maharashtra,India,Maharashtra,,,,197599,919756213,SATYANARAYAN GUPTA,,YES,RECHARGE,GCMO,RECHARGE COUPON,E,GENERAL STORE,NA,MULTI BRANDED,106
1056803,Distributor of Maharashtra,Maharashtra Retailer 197555,7770900192,Plot No 197555 Maharashtra,19.751485,75.713885,Center of Maharashtra,India,Maharashtra,,,,197555,91975108016,KAMAL KUMAR SAINI,,YES,RECHARGE & ACTIVATION,GCMO,STARTER PACK AND RECHARGE,B,TELECOM,NA,MULTI BRANDED,169
1056804,Distributor of Dadra and Nagar Haveli,Dadra and Nagar Haveli Retailer 207395,7770900192,Plot No 207395 Dadra and Nagar Haveli,20.1809,73.016885,Center of Dadra and Nagar Haveli,India,Dadra and Nagar Haveli,,,,207395,9207385176,GOPAL CHAND GURJAR,,YES,RECHARGE & ACTIVATION,GCMO,STARTER PACK AND RECHARGE,D,TELECOM,NONLIT,MULTI BRANDED,74
